Model Name,MAE,MAPE,RMSE
Average Model,12.294297831681133,1.1376925084688587,80.26181968544428
Linear Regression,64.94249659312858,0.3848640133757007,211.98844074119836
Linear Regression - Lasso,63.185437621805185,0.3649971091967779,212.70749117665767
Random Forest Regressor,67.14153583381466,0.4514861135034336,210.3601963552687
XGBoost Regressor,68.15327850160493,0.43008626504458297,218.1064663556907
